doc_id,nom_document,version,statut,date_mise_a_jour,responsable,discipline,criticite,type_document,projet,conformite,nb_revisions,commentaire
BTP-2024-0162,PV de réception CVC - A89 - Lot 4,B,Validé,2026-04-23,,CVC,Critique,PV de réception,A89 Tunnel Est,Conforme,4,
BTP-2024-0163,PV de réception VRD - A89 - Lot 5,B,Validé,2026-05-20,Petit A.,VRD,Moyenne,PV de réception,A89 Tunnel Est,Conforme,4,
BTP-2024-0164,Plan d'exécution Plomberie - Stade - Lot 4,B,Validé,2026-01-06,Petit A.,Plomberie,Haute,Plan d'exécution,Stade Bordeaux,Conforme,8,
BTP-2024-0165,CCTP Électricité - Grand - Lot 5,E,En révision,2026-03-29,Lefebvre M.,Électricité,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,0,
BTP-2024-0166,CCTP Façade - Grand - Lot 5,C,Validé,2026-03-30,Bernard C.,Façade,Haute,CCTP,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0167,Fiche de contrôle CVC - A89 - Lot 1,D,Validé,2026-02-24,Bernard C.,CVC,Moyenne,Fiche de contrôle,A89 Tunnel Est,Conforme,4,
BTP-2024-0168,Plan d'exécution Façade - Grand - Lot 4,C,Validé,2025-03-24,Lefebvre M.,Façade,Critique,Plan d'exécution,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0169,Note de calcul Électricité - Grand - Lot 4,D,En révision,2024-02-20,Lefebvre M.,Électricité,Faible,Note de calcul,Grand Paris Ligne 16,En attente,8,
BTP-2024-0170,DOE Génie civil - Stade - Lot 3,D,Validé,2026-01-19,Bernard C.,Génie civil,Faible,DOE,Stade Bordeaux,Conforme,8,
BTP-2024-0171,CCTP Électricité - Viaduc - Lot 1,C,Obsolète,2024-11-12,Lefebvre M.,Électricité,Haute,CCTP,Viaduc Saône,En attente,6,
BTP-2024-0172,Plan d'exécution CVC - Grand - Lot 2,A,Validé,2026-03-01,Rousseau S.,CVC,Haute,Plan d'exécution,Grand Paris Ligne 16,Conforme,3,
BTP-2024-0173,Plan d'exécution Façade - Grand - Lot 5,E,Validé,2026-05-03,Martin T.,Façade,Haute,Plan d'exécution,Grand Paris Ligne 16,Non conforme,6,
BTP-2024-0174,PV de réception VRD - A89 - Lot 4,B,Validé,2026-04-13,,VRD,Moyenne,PV de réception,A89 Tunnel Est,Conforme,8,
BTP-2024-0175,DOE VRD - Viaduc - Lot 2,B,Validé,2026-04-05,,VRD,Haute,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0176,CCTP Structure - Viaduc - Lot 1,,Manquant,,Bernard C.,Structure,Moyenne,CCTP,Viaduc Saône,Non conforme,5,
BTP-2024-0177,CCTP Structure - Grand - Lot 5,E,Validé,2026-04-15,Martin T.,Structure,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0178,PV de réception Génie civil - Stade - Lot 5,,Manquant,,Petit A.,Génie civil,Critique,PV de réception,Stade Bordeaux,Non conforme,3,
BTP-2024-0179,Note de calcul Électricité - Stade - Lot 4,E,En révision,2026-04-12,Bernard C.,Électricité,Moyenne,Note de calcul,Stade Bordeaux,Non conforme,1,
BTP-2024-0180,DOE Façade - Viaduc - Lot 2,B,En révision,2026-04-30,Lefebvre M.,Façade,Haute,DOE,Viaduc Saône,En attente,4,
BTP-2024-0181,CCTP CVC - Viaduc - Lot 3,B,Validé,2026-04-29,Durand K.,CVC,Haute,CCTP,Viaduc Saône,Conforme,7,
BTP-2024-0182,DOE Plomberie - Viaduc - Lot 1,C,Validé,2026-05-13,Rousseau S.,Plomberie,Moyenne,DOE,Viaduc Saône,Non conforme,0,
BTP-2024-0183,Plan d'exécution Façade - A89 - Lot 1,B,En révision,2026-05-19,Rousseau S.,Façade,Moyenne,Plan d'exécution,A89 Tunnel Est,Non conforme,7,
BTP-2024-0184,Fiche de contrôle Plomberie - A89 - Lot 5,A,Validé,2026-05-22,,Plomberie,Moyenne,Fiche de contrôle,A89 Tunnel Est,Conforme,6,
BTP-2024-0185,Note de calcul Façade - A89 - Lot 4,B,Obsolète,2025-06-29,Lefebvre M.,Façade,Moyenne,Note de calcul,A89 Tunnel Est,Conforme,5,
BTP-2024-0186,Fiche de contrôle Électricité - Grand - Lot 4,,Manquant,,Rousseau S.,Électricité,Haute,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,7,
BTP-2024-0187,DOE Structure - A89 - Lot 2,D,En révision,2025-02-16,Martin T.,Structure,Critique,DOE,A89 Tunnel Est,En attente,7,
BTP-2024-0188,Plan d'exécution VRD - A89 - Lot 2,E,En révision,2024-11-22,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,2,
BTP-2024-0189,DOE Façade - Viaduc - Lot 5,,Manquant,,Durand K.,Façade,Haute,DOE,Viaduc Saône,Non conforme,6,
BTP-2024-0190,DOE Façade - Grand - Lot 1,A,En révision,2026-04-21,Durand K.,Façade,Moyenne,DOE,Grand Paris Ligne 16,Conforme,6,
BTP-2024-0191,PV de réception Façade - A89 - Lot 2,D,En révision,2026-04-22,Petit A.,Façade,Faible,PV de réception,A89 Tunnel Est,Conforme,6,
BTP-2024-0192,CCTP Structure - Stade - Lot 4,A,En révision,2026-01-06,Durand K.,Structure,Moyenne,CCTP,Stade Bordeaux,Non conforme,5,
BTP-2024-0193,Plan d'exécution Structure - A89 - Lot 4,,Manquant,,Rousseau S.,Structure,Moyenne,Plan d'exécution,A89 Tunnel Est,Non conforme,8,
BTP-2024-0194,Fiche de contrôle CVC - A89 - Lot 1,A,Validé,2026-04-15,Petit A.,CVC,Moyenne,Fiche de contrôle,A89 Tunnel Est,Conforme,8,
BTP-2024-0195,CCTP Génie civil - Grand - Lot 3,C,En révision,2026-05-04,Bernard C.,Génie civil,Haute,CCTP,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0196,Plan d'exécution Électricité - Stade - Lot 4,D,Validé,2026-04-15,Durand K.,Électricité,Haute,Plan d'exécution,Stade Bordeaux,Conforme,6,
BTP-2024-0197,PV de réception Façade - Viaduc - Lot 4,E,Validé,2025-10-23,Durand K.,Façade,Faible,PV de réception,Viaduc Saône,Conforme,2,
BTP-2024-0198,PV de réception Électricité - Stade - Lot 4,E,En révision,2026-04-03,Durand K.,Électricité,Moyenne,PV de réception,Stade Bordeaux,En attente,1,
BTP-2024-0199,Note de calcul CVC - Grand - Lot 1,D,En révision,2025-12-08,,CVC,Moyenne,Note de calcul,Grand Paris Ligne 16,En attente,6,
BTP-2024-0200,Fiche de contrôle Plomberie - Grand - Lot 4,B,En révision,2026-04-08,Rousseau S.,Plomberie,Haute,Fiche de contrôle,Grand Paris Ligne 16,En attente,6,
BTP-2024-0201,CCTP CVC - Viaduc - Lot 3,C,Validé,2026-04-09,Martin T.,CVC,Faible,CCTP,Viaduc Saône,Conforme,0,
BTP-2024-0202,DOE CVC - Viaduc - Lot 5,,Manquant,,Petit A.,CVC,Haute,DOE,Viaduc Saône,Non conforme,8,
BTP-2024-0203,CCTP CVC - Grand - Lot 1,E,Validé,2026-04-09,Durand K.,CVC,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,6,
BTP-2024-0204,Plan d'exécution Structure - Grand - Lot 4,B,Validé,2026-04-20,Durand K.,Structure,Haute,Plan d'exécution,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0205,Plan d'exécution VRD - A89 - Lot 3,A,Validé,2026-04-10,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,6,
BTP-2024-0206,Note de calcul Électricité - Viaduc - Lot 1,D,En révision,2026-04-28,Petit A.,Électricité,Haute,Note de calcul,Viaduc Saône,Non conforme,3,
BTP-2024-0207,PV de réception Génie civil - A89 - Lot 4,E,Validé,2026-05-12,Rousseau S.,Génie civil,Faible,PV de réception,A89 Tunnel Est,Conforme,5,
BTP-2024-0208,Fiche de contrôle CVC - Viaduc - Lot 2,D,Validé,2024-07-24,Durand K.,CVC,Haute,Fiche de contrôle,Viaduc Saône,Conforme,1,
BTP-2024-0209,PV de réception Génie civil - A89 - Lot 4,E,Validé,2026-04-29,Petit A.,Génie civil,Moyenne,PV de réception,A89 Tunnel Est,Conforme,8,
BTP-2024-0210,DOE Plomberie - Grand - Lot 1,B,Validé,2025-10-15,Bernard C.,Plomberie,Moyenne,DOE,Grand Paris Ligne 16,Non conforme,2,
BTP-2024-0211,Fiche de contrôle Génie civil - Viaduc - Lot 2,D,Validé,2026-04-22,Durand K.,Génie civil,Moyenne,Fiche de contrôle,Viaduc Saône,Conforme,0,
BTP-2024-0212,Note de calcul VRD - Stade - Lot 5,D,Validé,2026-04-18,,VRD,Moyenne,Note de calcul,Stade Bordeaux,Conforme,5,
BTP-2024-0213,Plan d'exécution CVC - Viaduc - Lot 3,A,Validé,2024-07-24,Durand K.,CVC,Faible,Plan d'exécution,Viaduc Saône,Conforme,1,
BTP-2024-0214,Plan d'exécution Électricité - Grand - Lot 2,C,Validé,2025-08-18,,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Conforme,0,
BTP-2024-0215,PV de réception CVC - Stade - Lot 1,C,Validé,2024-08-24,Martin T.,CVC,Haute,PV de réception,Stade Bordeaux,Conforme,6,
BTP-2024-0216,PV de réception Structure - Grand - Lot 4,B,En révision,2025-10-12,Martin T.,Structure,Haute,PV de réception,Grand Paris Ligne 16,Non conforme,4,
BTP-2024-0217,Fiche de contrôle Plomberie - Viaduc - Lot 4,A,Validé,2025-07-05,Bernard C.,Plomberie,Moyenne,Fiche de contrôle,Viaduc Saône,Non conforme,5,
BTP-2024-0218,Plan d'exécution CVC - A89 - Lot 2,C,En révision,2026-03-30,Bernard C.,CVC,Moyenne,Plan d'exécution,A89 Tunnel Est,Non conforme,4,
BTP-2024-0219,PV de réception VRD - Stade - Lot 4,D,Validé,2026-04-03,Lefebvre M.,VRD,Haute,PV de réception,Stade Bordeaux,Conforme,1,
BTP-2024-0220,Note de calcul Façade - Viaduc - Lot 3,D,Validé,2026-05-11,Lefebvre M.,Façade,Faible,Note de calcul,Viaduc Saône,Non conforme,5,
BTP-2024-0221,Plan d'exécution VRD - Stade - Lot 1,A,En révision,2026-04-28,Lefebvre M.,VRD,Moyenne,Plan d'exécution,Stade Bordeaux,Conforme,3,
BTP-2024-0222,Plan d'exécution Électricité - Grand - Lot 4,D,Validé,2026-03-21,Petit A.,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Non conforme,2,
BTP-2024-0223,Plan d'exécution Électricité - Grand - Lot 2,A,Validé,2024-05-13,Petit A.,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0224,CCTP Structure - A89 - Lot 4,C,En révision,2024-12-20,,Structure,Haute,CCTP,A89 Tunnel Est,Non conforme,3,
BTP-2024-0225,Plan d'exécution Structure - Grand - Lot 1,D,En révision,2025-08-18,Martin T.,Structure,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Conforme,8,
BTP-2024-0226,CCTP CVC - Stade - Lot 1,C,En révision,2026-05-10,,CVC,Moyenne,CCTP,Stade Bordeaux,Conforme,3,
BTP-2024-0227,Fiche de contrôle Électricité - A89 - Lot 5,A,Validé,2024-05-20,Bernard C.,Électricité,Moyenne,Fiche de contrôle,A89 Tunnel Est,Conforme,5,
BTP-2024-0228,DOE CVC - Grand - Lot 1,A,En révision,2026-05-22,,CVC,Faible,DOE,Grand Paris Ligne 16,Conforme,6,
BTP-2024-0229,PV de réception CVC - Viaduc - Lot 2,E,Validé,2026-04-19,,CVC,Moyenne,PV de réception,Viaduc Saône,Conforme,2,
BTP-2024-0230,PV de réception CVC - Viaduc - Lot 4,A,Validé,2026-05-04,Lefebvre M.,CVC,Faible,PV de réception,Viaduc Saône,Conforme,7,
BTP-2024-0231,CCTP CVC - A89 - Lot 3,B,Validé,2026-03-19,Rousseau S.,CVC,Moyenne,CCTP,A89 Tunnel Est,Conforme,8,
BTP-2024-0232,DOE Façade - Stade - Lot 5,C,Validé,2026-04-07,Lefebvre M.,Façade,Haute,DOE,Stade Bordeaux,Conforme,4,
BTP-2024-0233,CCTP Plomberie - A89 - Lot 1,A,Validé,2026-04-22,Rousseau S.,Plomberie,Moyenne,CCTP,A89 Tunnel Est,Conforme,1,
BTP-2024-0234,DOE Génie civil - A89 - Lot 1,B,Validé,2026-05-21,Rousseau S.,Génie civil,Faible,DOE,A89 Tunnel Est,Conforme,6,
BTP-2024-0235,PV de réception Génie civil - Grand - Lot 1,C,Validé,2026-04-01,Martin T.,Génie civil,Moyenne,PV de réception,Grand Paris Ligne 16,Conforme,3,
BTP-2024-0236,CCTP Façade - A89 - Lot 5,,Manquant,,Bernard C.,Façade,Critique,CCTP,A89 Tunnel Est,Non conforme,0,
BTP-2024-0237,Note de calcul VRD - Stade - Lot 2,E,Validé,2026-05-08,Petit A.,VRD,Haute,Note de calcul,Stade Bordeaux,Conforme,8,
BTP-2024-0238,Note de calcul Façade - Grand - Lot 4,B,Validé,2025-05-15,,Façade,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0239,Note de calcul Structure - Grand - Lot 5,B,Validé,2026-04-08,Bernard C.,Structure,Faible,Note de calcul,Grand Paris Ligne 16,Conforme,5,
BTP-2024-0240,DOE Électricité - A89 - Lot 2,D,Validé,2026-05-19,Durand K.,Électricité,Moyenne,DOE,A89 Tunnel Est,Non conforme,4,
BTP-2024-0241,PV de réception Façade - Viaduc - Lot 5,C,En révision,2026-04-25,Lefebvre M.,Façade,Moyenne,PV de réception,Viaduc Saône,Conforme,2,
BTP-2024-0242,Note de calcul Structure - Viaduc - Lot 1,E,Validé,2026-05-01,Lefebvre M.,Structure,Moyenne,Note de calcul,Viaduc Saône,Conforme,2,
BTP-2024-0243,DOE Façade - Stade - Lot 3,A,Obsolète,2026-05-10,Bernard C.,Façade,Moyenne,DOE,Stade Bordeaux,Conforme,8,
BTP-2024-0244,DOE Structure - Stade - Lot 2,A,Validé,2026-04-28,Lefebvre M.,Structure,Faible,DOE,Stade Bordeaux,Conforme,0,
BTP-2024-0245,Note de calcul Structure - Grand - Lot 1,A,Validé,2024-09-01,Martin T.,Structure,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0246,Note de calcul Façade - A89 - Lot 4,C,Obsolète,2026-05-16,,Façade,Faible,Note de calcul,A89 Tunnel Est,En attente,6,
BTP-2024-0247,Plan d'exécution Électricité - Viaduc - Lot 1,B,En révision,2026-03-26,Rousseau S.,Électricité,Haute,Plan d'exécution,Viaduc Saône,En attente,3,
BTP-2024-0248,PV de réception Plomberie - Viaduc - Lot 5,A,Validé,2026-05-18,Martin T.,Plomberie,Moyenne,PV de réception,Viaduc Saône,Conforme,8,
BTP-2024-0249,Plan d'exécution Façade - Viaduc - Lot 4,E,En révision,2024-06-06,Durand K.,Façade,Moyenne,Plan d'exécution,Viaduc Saône,Non conforme,2,
BTP-2024-0250,PV de réception Structure - Grand - Lot 2,C,Validé,2025-07-27,Lefebvre M.,Structure,Faible,PV de réception,Grand Paris Ligne 16,Non conforme,3,
BTP-2024-0251,Note de calcul Plomberie - Stade - Lot 2,A,Validé,2026-04-05,Martin T.,Plomberie,Faible,Note de calcul,Stade Bordeaux,Conforme,3,
BTP-2024-0252,PV de réception CVC - Stade - Lot 4,C,Obsolète,2026-04-17,Rousseau S.,CVC,Critique,PV de réception,Stade Bordeaux,Conforme,4,
BTP-2024-0253,Fiche de contrôle Génie civil - A89 - Lot 2,B,Validé,2026-05-22,,Génie civil,Haute,Fiche de contrôle,A89 Tunnel Est,Non conforme,2,
BTP-2024-0254,DOE VRD - Grand - Lot 1,C,Obsolète,2026-05-20,,VRD,Faible,DOE,Grand Paris Ligne 16,En attente,8,
BTP-2024-0255,PV de réception Façade - A89 - Lot 2,D,Validé,2026-04-16,Petit A.,Façade,Faible,PV de réception,A89 Tunnel Est,Conforme,6,
BTP-2024-0256,DOE Façade - Viaduc - Lot 4,E,En révision,2025-09-24,Durand K.,Façade,Haute,DOE,Viaduc Saône,En attente,4,
BTP-2024-0257,Note de calcul Génie civil - A89 - Lot 3,,Manquant,,,Génie civil,Faible,Note de calcul,A89 Tunnel Est,Non conforme,3,
BTP-2024-0258,CCTP Plomberie - A89 - Lot 1,,Manquant,,,Plomberie,Haute,CCTP,A89 Tunnel Est,Non conforme,5,
BTP-2024-0259,Plan d'exécution Électricité - Stade - Lot 4,C,Validé,2026-05-07,Martin T.,Électricité,Moyenne,Plan d'exécution,Stade Bordeaux,Conforme,6,
BTP-2024-0260,Fiche de contrôle Électricité - Stade - Lot 1,D,Validé,2026-04-03,Durand K.,Électricité,Haute,Fiche de contrôle,Stade Bordeaux,Conforme,0,
BTP-2024-0261,PV de réception VRD - A89 - Lot 4,D,Validé,2026-05-13,Petit A.,VRD,Haute,PV de réception,A89 Tunnel Est,Non conforme,0,
BTP-2024-0262,DOE Électricité - Grand - Lot 5,A,En révision,2024-10-26,Petit A.,Électricité,Moyenne,DOE,Grand Paris Ligne 16,Non conforme,8,
BTP-2024-0263,DOE VRD - Stade - Lot 4,D,Validé,2026-04-17,Lefebvre M.,VRD,Critique,DOE,Stade Bordeaux,Conforme,4,
BTP-2024-0264,DOE Façade - Viaduc - Lot 4,B,Validé,2026-04-13,Bernard C.,Façade,Critique,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0265,PV de réception Plomberie - A89 - Lot 4,C,En révision,2026-03-28,Bernard C.,Plomberie,Moyenne,PV de réception,A89 Tunnel Est,Conforme,4,
BTP-2024-0266,PV de réception Génie civil - A89 - Lot 5,A,Validé,2024-03-27,Lefebvre M.,Génie civil,Moyenne,PV de réception,A89 Tunnel Est,Conforme,6,
BTP-2024-0267,CCTP Façade - Viaduc - Lot 4,,Manquant,,,Façade,Moyenne,CCTP,Viaduc Saône,Non conforme,0,
BTP-2024-0268,CCTP CVC - Grand - Lot 4,B,Validé,2026-05-13,Martin T.,CVC,Faible,CCTP,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0269,CCTP Façade - Stade - Lot 5,A,Validé,2026-05-18,Bernard C.,Façade,Moyenne,CCTP,Stade Bordeaux,Non conforme,0,
BTP-2024-0270,DOE Façade - Viaduc - Lot 1,E,Validé,2025-02-11,,Façade,Haute,DOE,Viaduc Saône,Conforme,4,
BTP-2024-0271,CCTP Façade - Stade - Lot 5,D,Obsolète,2026-04-17,Rousseau S.,Façade,Haute,CCTP,Stade Bordeaux,Non conforme,6,
BTP-2024-0272,Fiche de contrôle Structure - Stade - Lot 3,D,En révision,2026-03-26,Durand K.,Structure,Critique,Fiche de contrôle,Stade Bordeaux,En attente,4,
BTP-2024-0273,Fiche de contrôle Façade - A89 - Lot 4,,Manquant,,Rousseau S.,Façade,Haute,Fiche de contrôle,A89 Tunnel Est,Non conforme,1,
BTP-2024-0274,Fiche de contrôle Génie civil - Grand - Lot 2,D,Obsolète,2025-07-04,Lefebvre M.,Génie civil,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,4,
BTP-2024-0275,CCTP Plomberie - Viaduc - Lot 1,E,Validé,2024-11-08,Martin T.,Plomberie,Faible,CCTP,Viaduc Saône,Conforme,0,
BTP-2024-0276,Plan d'exécution Électricité - Stade - Lot 4,D,En révision,2025-09-03,Rousseau S.,Électricité,Haute,Plan d'exécution,Stade Bordeaux,Conforme,7,
BTP-2024-0277,Fiche de contrôle Génie civil - Stade - Lot 5,C,Validé,2026-04-06,,Génie civil,Faible,Fiche de contrôle,Stade Bordeaux,Conforme,3,
BTP-2024-0278,Note de calcul Façade - Grand - Lot 2,D,En révision,2026-04-21,Rousseau S.,Façade,Haute,Note de calcul,Grand Paris Ligne 16,Conforme,0,
BTP-2024-0279,PV de réception Génie civil - Stade - Lot 3,C,En révision,2026-04-26,Petit A.,Génie civil,Moyenne,PV de réception,Stade Bordeaux,Conforme,8,
BTP-2024-0280,CCTP Façade - Viaduc - Lot 1,C,Validé,2026-04-18,Durand K.,Façade,Critique,CCTP,Viaduc Saône,Conforme,4,
BTP-2024-0281,PV de réception Plomberie - Stade - Lot 5,C,Validé,2026-01-08,Bernard C.,Plomberie,Moyenne,PV de réception,Stade Bordeaux,Non conforme,5,
BTP-2024-0282,Note de calcul Plomberie - A89 - Lot 5,C,En révision,2026-03-26,,Plomberie,Faible,Note de calcul,A89 Tunnel Est,Conforme,3,
BTP-2024-0283,DOE VRD - Grand - Lot 5,D,En révision,2026-03-26,Martin T.,VRD,Moyenne,DOE,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0284,Fiche de contrôle Structure - Grand - Lot 2,E,En révision,2025-12-22,Petit A.,Structure,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0285,PV de réception Électricité - Stade - Lot 1,A,Validé,2026-04-23,,Électricité,Haute,PV de réception,Stade Bordeaux,Conforme,6,
BTP-2024-0286,PV de réception CVC - Viaduc - Lot 4,B,Validé,2024-03-31,Martin T.,CVC,Faible,PV de réception,Viaduc Saône,Non conforme,5,
BTP-2024-0287,DOE Façade - Grand - Lot 2,B,En révision,2026-05-03,Rousseau S.,Façade,Moyenne,DOE,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0288,Plan d'exécution Électricité - Grand - Lot 3,D,En révision,2026-04-26,Lefebvre M.,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0289,CCTP Façade - Grand - Lot 5,B,Validé,2026-05-09,Durand K.,Façade,Critique,CCTP,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0290,Plan d'exécution Structure - Stade - Lot 2,,Manquant,,Durand K.,Structure,Moyenne,Plan d'exécution,Stade Bordeaux,Non conforme,7,
BTP-2024-0291,Note de calcul VRD - Grand - Lot 2,,Manquant,,Martin T.,VRD,Faible,Note de calcul,Grand Paris Ligne 16,Non conforme,0,
BTP-2024-0292,CCTP CVC - Grand - Lot 1,A,Validé,2026-04-29,Petit A.,CVC,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,0,
BTP-2024-0293,DOE Structure - A89 - Lot 1,E,Validé,2026-05-07,Durand K.,Structure,Moyenne,DOE,A89 Tunnel Est,Conforme,6,
BTP-2024-0294,Plan d'exécution Plomberie - Stade - Lot 1,D,En révision,2026-01-31,,Plomberie,Moyenne,Plan d'exécution,Stade Bordeaux,Conforme,1,
BTP-2024-0295,Note de calcul Électricité - Grand - Lot 2,B,En révision,2026-05-01,Petit A.,Électricité,Faible,Note de calcul,Grand Paris Ligne 16,Non conforme,7,
BTP-2024-0296,Note de calcul VRD - A89 - Lot 5,A,Validé,2026-03-31,Lefebvre M.,VRD,Critique,Note de calcul,A89 Tunnel Est,Conforme,1,
BTP-2024-0297,DOE VRD - Grand - Lot 3,C,Validé,2026-02-28,Durand K.,VRD,Faible,DOE,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0298,DOE Électricité - A89 - Lot 5,A,Validé,2026-05-23,Durand K.,Électricité,Faible,DOE,A89 Tunnel Est,Non conforme,1,
BTP-2024-0299,PV de réception VRD - Grand - Lot 2,D,Validé,2025-09-09,Lefebvre M.,VRD,Moyenne,PV de réception,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0300,DOE Plomberie - A89 - Lot 4,,Manquant,,Martin T.,Plomberie,Faible,DOE,A89 Tunnel Est,Non conforme,6,
BTP-2024-0301,PV de réception Façade - A89 - Lot 1,B,Obsolète,2025-01-29,Durand K.,Façade,Faible,PV de réception,A89 Tunnel Est,Non conforme,5,
BTP-2024-0302,DOE Structure - Grand - Lot 2,,Manquant,,Bernard C.,Structure,Moyenne,DOE,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0303,DOE Plomberie - Viaduc - Lot 4,E,Validé,2026-05-20,,Plomberie,Faible,DOE,Viaduc Saône,Conforme,2,
BTP-2024-0304,Fiche de contrôle Structure - Stade - Lot 4,A,Validé,2026-04-21,Bernard C.,Structure,Faible,Fiche de contrôle,Stade Bordeaux,Conforme,7,
BTP-2024-0305,Fiche de contrôle Structure - Viaduc - Lot 1,A,Validé,2026-05-17,,Structure,Faible,Fiche de contrôle,Viaduc Saône,Conforme,4,
BTP-2024-0306,CCTP CVC - Grand - Lot 5,C,En révision,2026-02-26,Rousseau S.,CVC,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0307,DOE Plomberie - Stade - Lot 3,B,En révision,2025-10-02,Rousseau S.,Plomberie,Haute,DOE,Stade Bordeaux,En attente,8,
BTP-2024-0308,DOE VRD - A89 - Lot 1,B,Validé,2026-04-01,,VRD,Haute,DOE,A89 Tunnel Est,Conforme,6,
BTP-2024-0309,Fiche de contrôle Génie civil - Grand - Lot 5,D,En révision,2025-05-28,Rousseau S.,Génie civil,Haute,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,2,
BTP-2024-0310,Plan d'exécution Électricité - A89 - Lot 2,E,Validé,2025-07-08,Lefebvre M.,Électricité,Moyenne,Plan d'exécution,A89 Tunnel Est,Conforme,6,
BTP-2024-0311,CCTP Plomberie - Stade - Lot 3,E,Validé,2026-03-26,Bernard C.,Plomberie,Moyenne,CCTP,Stade Bordeaux,Conforme,2,
BTP-2024-0312,Fiche de contrôle Génie civil - Stade - Lot 3,C,Obsolète,2026-04-08,Petit A.,Génie civil,Moyenne,Fiche de contrôle,Stade Bordeaux,Non conforme,5,
BTP-2024-0313,Note de calcul Plomberie - Grand - Lot 4,C,Validé,2026-04-08,Petit A.,Plomberie,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,8,
BTP-2024-0314,Fiche de contrôle VRD - A89 - Lot 3,B,Validé,2026-05-20,Petit A.,VRD,Critique,Fiche de contrôle,A89 Tunnel Est,Conforme,4,
BTP-2024-0315,Plan d'exécution Génie civil - Stade - Lot 5,C,Validé,2025-08-06,,Génie civil,Moyenne,Plan d'exécution,Stade Bordeaux,Conforme,3,
BTP-2024-0316,DOE Plomberie - Viaduc - Lot 3,C,Validé,2026-04-09,Rousseau S.,Plomberie,Faible,DOE,Viaduc Saône,Non conforme,0,
BTP-2024-0317,DOE Structure - Stade - Lot 5,D,Validé,2025-11-30,Martin T.,Structure,Faible,DOE,Stade Bordeaux,Conforme,3,
BTP-2024-0318,Fiche de contrôle VRD - Grand - Lot 4,,Manquant,,Durand K.,VRD,Critique,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,8,
BTP-2024-0319,Note de calcul VRD - Grand - Lot 1,C,Validé,2026-04-24,,VRD,Haute,Note de calcul,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0320,CCTP Électricité - Stade - Lot 4,E,Validé,2026-05-09,Rousseau S.,Électricité,Moyenne,CCTP,Stade Bordeaux,Conforme,8,
BTP-2024-0321,Plan d'exécution Électricité - Stade - Lot 5,C,Validé,2026-05-02,Bernard C.,Électricité,Haute,Plan d'exécution,Stade Bordeaux,Conforme,8,
BTP-2024-0322,DOE Façade - A89 - Lot 1,B,Validé,2025-11-21,Bernard C.,Façade,Haute,DOE,A89 Tunnel Est,Conforme,4,
BTP-2024-0323,DOE CVC - Stade - Lot 2,C,Validé,2026-04-21,Durand K.,CVC,Moyenne,DOE,Stade Bordeaux,Conforme,8,
BTP-2024-0324,Plan d'exécution Structure - Grand - Lot 2,,Manquant,,,Structure,Faible,Plan d'exécution,Grand Paris Ligne 16,Non conforme,6,
BTP-2024-0325,Plan d'exécution Façade - Grand - Lot 1,D,Validé,2026-04-12,Lefebvre M.,Façade,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0326,Note de calcul Structure - Stade - Lot 4,B,Validé,2026-03-26,Durand K.,Structure,Moyenne,Note de calcul,Stade Bordeaux,Conforme,0,
